step,alpha,constraint_C
83000,0.0000,0.0000
83500,0.0000,0.0000
84000,0.0000,0.0000
84500,0.0000,0.0000
85000,0.0000,0.0000
85500,0.0000,0.0000
86000,0.0000,0.0000
86500,0.0000,0.0000
87000,0.0000,0.0000
87500,0.0000,0.0000
88000,0.0000,0.0000
88500,0.0000,0.0000
89000,0.0000,0.0000
89500,0.0000,0.0000
90000,0.0000,0.0000
90500,0.0000,0.0000
91000,0.0000,0.0000
91500,0.0000,0.0064
92000,0.0000,0.0000
92500,0.0000,0.0000
93000,0.0000,0.0000
93500,0.0000,0.0000
94000,0.0000,0.0000
94500,0.0000,0.0000
95000,0.0000,0.0000
95500,0.0000,0.0000
96000,0.0000,0.0000
96500,0.0000,0.0000
97000,0.0000,0.0000
97500,0.0000,0.0000
98000,0.0000,0.0000
98500,0.0000,0.0000
99000,0.0000,0.0000
99500,0.0000,0.0000
100000,0.0000,0.0000
100500,0.0000,0.0000
101000,0.0000,0.0000
101500,0.0000,0.0000
102000,0.0000,0.0000
102500,0.0000,0.0000
103000,0.0000,0.0000
103500,1.5903,0.1690
104000,3.3041,0.1814
104500,3.2041,0.0000
105000,3.1041,0.0000
105500,3.0041,0.0000
106000,2.9041,0.0000
106500,2.8041,0.0000
107000,2.7041,0.0000
107500,2.6041,0.0000
108000,2.5041,0.0000
108500,2.4041,0.0000
109000,2.8685,0.0564
109500,2.7685,0.0000
110000,2.6685,0.0000
110500,2.5685,0.0000
111000,2.4685,0.0000
111500,2.3685,0.0000
112000,2.2685,0.0000
112500,2.1685,0.0000
113000,2.0685,0.0000
113500,1.9685,0.0000
114000,1.8685,0.0000
114500,1.7685,0.0000
115000,1.6685,0.0000
115500,1.5685,0.0000
116000,1.4685,0.0000
116500,1.3685,0.0000
117000,1.2685,0.0000
117500,1.1685,0.0000
118000,1.0685,0.0000
118500,0.9685,0.0000
119000,0.8685,0.0000
119500,0.7685,0.0000
120000,0.6685,0.0000
120500,0.5685,0.0000
121000,0.4685,0.0000
121500,0.3685,0.0000
122000,0.2685,0.0000
122500,0.1685,0.0000
123000,0.0685,0.0000
123500,0.0000,0.0000
124000,0.0000,0.0000
124500,0.0000,0.0000
125000,0.0000,0.0000
125500,0.0000,0.0000
126000,0.0000,0.0000
126500,0.0000,0.0000
127000,0.0000,0.0000
127500,0.0000,0.0000
128000,0.0000,0.0000
128500,0.0000,0.0000
129000,0.0000,0.0000
129500,0.0000,0.0000
130000,0.0000,0.0000
130500,0.0000,0.0000
131000,0.0000,0.0000
131500,0.0000,0.0000
132000,0.0000,0.0000
132500,0.0000,0.0000
133000,0.0000,0.0000
133500,0.0000,0.0000
134000,0.0000,0.0000
134500,0.0000,0.0000
135000,0.0000,0.0000
135500,0.0000,0.0000
136000,0.0000,0.0000
136500,0.0000,0.0000
137000,0.0000,0.0000
137500,0.0000,0.0000
138000,0.0000,0.0000
138500,0.0000,0.0000
139000,0.0000,0.0000
139500,0.0000,0.0000
140000,0.0000,0.0000
140500,0.0000,0.0000
141000,0.0000,0.0000
141500,0.0000,0.0000
142000,0.0000,0.0000
142500,0.0000,0.0004
143000,0.3991,0.0499
143500,0.2991,0.0000
144000,0.1991,0.0000
144500,0.0991,0.0000
145000,0.0000,0.0000
145500,0.0000,0.0000
146000,0.0000,0.0000
146500,0.0000,0.0000
147000,0.0000,0.0000
147500,0.0000,0.0000
148000,0.0196,0.0120
148500,0.0000,0.0000
149000,0.0000,0.0000
149500,0.0000,0.0000
150000,0.0000,0.0000
150500,0.0000,0.0000
151000,0.0000,0.0000
151500,0.0000,0.0000
152000,0.0000,0.0000
152500,0.0000,0.0000
153000,0.0000,0.0000
153500,0.0000,0.0000
154000,0.0000,0.0000
154500,0.0000,0.0000
155000,0.0000,0.0017
155500,0.0000,0.0000
156000,0.0000,0.0000
156500,0.0000,0.0000
157000,0.0000,0.0000
157500,0.0000,0.0000
158000,0.0000,0.0000
158500,0.0000,0.0000
159000,0.0000,0.0000
159500,0.0000,0.0000
160000,0.0000,0.0000
160500,0.0000,0.0000
161000,0.0000,0.0000
161500,0.0000,0.0000
162000,0.0000,0.0000
162500,0.0000,0.0000
163000,0.0000,0.0000
163500,0.0000,0.0000
164000,0.0000,0.0000
164500,0.0000,0.0000
165000,0.0000,0.0000
165500,0.0000,0.0000
166000,0.0000,0.0000
166500,0.0000,0.0000
167000,0.0000,0.0000
167500,0.0000,0.0000
168000,0.4650,0.0565
168500,0.3650,0.0000
169000,0.2650,0.0000
169500,0.4466,0.0282
170000,0.3466,0.0000
170500,0.2466,0.0000
171000,0.1466,0.0000
171500,0.0466,0.0000
172000,0.0000,0.0000
172500,0.0000,0.0000
173000,0.0000,0.0000
173500,0.0000,0.0000
174000,0.0000,0.0000
174500,0.0000,0.0000
175000,0.0000,0.0000
175500,0.0000,0.0000
176000,0.0000,0.0000
176500,0.0000,0.0000
177000,0.0000,0.0000
177500,0.0000,0.0000
178000,0.0000,0.0000
178500,0.0000,0.0000
179000,0.0000,0.0000
179500,0.0000,0.0000
180000,0.0000,0.0000
180500,0.0000,0.0000
181000,0.0000,0.0000
181500,0.0000,0.0000
182000,0.0000,0.0000
182500,0.8596,0.0960
183000,0.7596,0.0000
183500,0.6596,0.0000
184000,0.5596,0.0000
184500,0.4596,0.0000
185000,0.3596,0.0000
185500,0.2596,0.0000
186000,0.1596,0.0000
186500,0.0596,0.0000
187000,0.0000,0.0000
187500,0.0000,0.0000
188000,0.0000,0.0000
188500,0.0000,0.0000
189000,0.0000,0.0000
189500,0.0000,0.0000
190000,0.0000,0.0000
190500,0.0000,0.0000
191000,0.0000,0.0000
191500,0.0000,0.0000
192000,0.0000,0.0000
192500,0.0000,0.0000
193000,0.0000,0.0000
193500,0.0000,0.0000
194000,0.0000,0.0000
194500,0.0000,0.0000
195000,0.0000,0.0000
195500,0.0000,0.0000
196000,0.0000,0.0000
196500,0.0000,0.0000
197000,0.0000,0.0000
197500,0.0000,0.0000
198000,0.0000,0.0000
198500,0.0000,0.0000
199000,0.0000,0.0000
199500,0.0000,0.0000
200000,0.0000,0.0000
200500,0.0000,0.0098
201000,0.1699,0.0270
201500,0.0699,0.0000
202000,0.0000,0.0000
202500,0.0000,0.0000
203000,0.0000,0.0000
203500,0.0000,0.0000
204000,0.0000,0.0000
204500,0.0000,0.0000
205000,0.0000,0.0000
205500,0.0000,0.0000
206000,0.0000,0.0000
206500,0.0000,0.0000
207000,0.0000,0.0000
207500,0.0000,0.0000
208000,0.0000,0.0000
208500,0.0000,0.0000
209000,0.0000,0.0000
209500,0.0000,0.0000
210000,0.0000,0.0000
210500,0.0000,0.0000
211000,0.0000,0.0000
211500,0.0000,0.0000
212000,0.0000,0.0000
212500,0.0000,0.0000
213000,0.0000,0.0000
213500,0.0000,0.0000
214000,0.0000,0.0000
214500,0.0000,0.0000
215000,0.0000,0.0000
215500,0.0000,0.0000
216000,0.0000,0.0000
216500,0.0000,0.0000
217000,0.0000,0.0000
217500,0.0000,0.0000
218000,0.0000,0.0000
218500,0.0000,0.0000
219000,0.0000,0.0000
219500,0.0000,0.0000
220000,0.0000,0.0000
220500,0.0000,0.0000
221000,0.0000,0.0000
221500,0.0000,0.0000
222000,0.0000,0.0000
222500,0.0000,0.0000
223000,0.0000,0.0000
223500,0.0000,0.0000
224000,0.0000,0.0000
224500,0.0000,0.0000
225000,0.0000,0.0000
225500,0.0000,0.0000
226000,0.0000,0.0000
226500,0.0000,0.0000
227000,0.0000,0.0000
227500,0.0000,0.0000
228000,0.0000,0.0000
228500,0.0000,0.0000
229000,0.0000,0.0000
229500,0.0000,0.0000
230000,0.0000,0.0000
230500,0.0000,0.0000
231000,0.0000,0.0000
231500,0.0000,0.0000
232000,0.0000,0.0000
232500,0.0000,0.0000
233000,0.0000,0.0000
233500,0.0000,0.0000
234000,0.0000,0.0000
234500,0.0000,0.0003
235000,0.0000,0.0000
235500,0.0000,0.0000
236000,0.0000,0.0000
236500,0.0000,0.0000
237000,0.0000,0.0000
237500,0.0000,0.0000
238000,0.0000,0.0000
238500,0.0000,0.0000
239000,0.0000,0.0000
239500,0.0000,0.0000
240000,0.0000,0.0000
240500,0.0000,0.0000
241000,0.0000,0.0000
241500,0.0000,0.0000
242000,0.0000,0.0000
242500,0.0000,0.0000
243000,0.0000,0.0000
243500,0.0000,0.0000
244000,0.0000,0.0000
244500,0.0000,0.0000
245000,0.0000,0.0000
245500,0.0000,0.0000
246000,0.0000,0.0000
246500,0.0000,0.0000
247000,0.0000,0.0000
247500,0.0000,0.0000
248000,0.0000,0.0000
248500,0.0000,0.0000
249000,0.0000,0.0000
249500,0.0000,0.0000
250000,0.0000,0.0000
250500,0.0000,0.0000
251000,0.0000,0.0000
251500,0.0000,0.0000
252000,0.0000,0.0000
252500,0.0000,0.0000
253000,0.0000,0.0000
253500,0.0000,0.0000
254000,0.0000,0.0000
254500,0.0000,0.0000
255000,0.0000,0.0000
255500,0.0000,0.0000
256000,0.0000,0.0000
256500,0.0000,0.0000
257000,0.0000,0.0000
257500,0.0000,0.0021
258000,0.0000,0.0000
258500,0.0000,0.0000
259000,0.0000,0.0000
259500,0.0000,0.0001
260000,0.0000,0.0000
260500,0.0000,0.0000
261000,0.0000,0.0000
261500,0.0000,0.0000
262000,0.0000,0.0000
262500,0.0000,0.0000
263000,0.0000,0.0000
263500,0.0000,0.0000
264000,0.0000,0.0000
264500,0.0000,0.0000
265000,0.0000,0.0000
265500,0.0000,0.0000
266000,0.0000,0.0000
266500,0.0000,0.0000
267000,0.0000,0.0000
267500,0.0000,0.0000
268000,0.0000,0.0000
268500,0.0000,0.0000
269000,0.0000,0.0000
269500,0.0000,0.0000
270000,0.0000,0.0000
270500,0.0000,0.0000
271000,0.0000,0.0000
271500,0.0000,0.0000
272000,0.0000,0.0000
272500,0.0000,0.0000
273000,0.0000,0.0000
273500,0.0000,0.0000
274000,0.0000,0.0000
274500,0.0000,0.0000
275000,0.0000,0.0000
275500,0.0000,0.0000
276000,0.0000,0.0000
276500,0.0000,0.0000
277000,0.0000,0.0000
277500,0.0000,0.0000
278000,0.0000,0.0000
278500,0.0000,0.0000
279000,0.0000,0.0000
279500,0.0000,0.0000
280000,0.0000,0.0000
280500,0.0000,0.0000
281000,0.0000,0.0000
281500,0.0000,0.0000
282000,0.0000,0.0000
282500,0.0000,0.0000
283000,0.0000,0.0000
283500,0.0000,0.0000
284000,0.0000,0.0000
284500,0.0000,0.0000
285000,0.0000,0.0000
285500,0.0000,0.0000
286000,0.0000,0.0000
286500,0.0000,0.0000
287000,0.0000,0.0000
287500,0.0000,0.0000
288000,0.0000,0.0000
288500,0.0000,0.0000
289000,0.0000,0.0000
289500,0.0000,0.0000
290000,0.0000,0.0000
290500,0.0000,0.0000
291000,0.0000,0.0000
291500,0.0000,0.0000
292000,0.0000,0.0000
292500,0.0000,0.0000
293000,0.0000,0.0000
293500,0.0000,0.0000
294000,0.0000,0.0000
294500,0.0000,0.0000
295000,0.0000,0.0000
295500,0.0000,0.0000
296000,0.0000,0.0000
296500,0.0000,0.0000
297000,0.0000,0.0000
297500,0.0000,0.0000
298000,0.0000,0.0000
298500,0.0000,0.0000
299000,0.0000,0.0000
299500,0.0000,0.0000
300000,0.0000,0.0000
