step,alpha,constraint_C
252500,0.0000,0.0000
253000,0.0000,0.0000
253500,0.0000,0.0000
254000,0.0000,0.0000
254500,0.0000,0.0000
255000,0.0000,0.0000
255500,0.0000,0.0000
256000,0.0000,0.0000
256500,0.0000,0.0000
257000,0.0000,0.0000
257500,0.0000,0.0000
258000,0.0000,0.0000
258500,0.0000,0.0000
259000,0.0000,0.0000
259500,0.0000,0.0000
260000,0.0000,0.0000
260500,0.0000,0.0000
261000,0.0000,0.0000
261500,0.0000,0.0000
262000,0.0000,0.0000
262500,0.0000,0.0000
263000,0.0000,0.0000
263500,0.0000,0.0000
264000,0.0000,0.0000
264500,0.0000,0.0000
265000,0.0000,0.0000
265500,0.0000,0.0000
266000,0.0000,0.0000
266500,0.0000,0.0000
267000,0.0000,0.0000
267500,0.0000,0.0000
268000,0.0000,0.0000
268500,0.0000,0.0000
269000,0.0000,0.0000
269500,0.0000,0.0000
270000,0.0000,0.0000
270500,0.0000,0.0000
271000,0.0000,0.0000
271500,0.0000,0.0000
272000,0.0000,0.0000
272500,0.0000,0.0000
273000,0.0000,0.0000
273500,0.0000,0.0000
274000,0.0000,0.0000
274500,0.0000,0.0000
275000,0.0000,0.0000
275500,0.0000,0.0000
276000,0.0000,0.0000
276500,0.0000,0.0000
277000,0.0000,0.0000
277500,0.0000,0.0000
278000,0.0000,0.0000
278500,0.0000,0.0000
279000,0.0000,0.0000
279500,0.0000,0.0000
280000,0.0000,0.0000
280500,0.0000,0.0000
281000,0.0000,0.0000
281500,0.0000,0.0000
282000,0.0000,0.0000
282500,0.0000,0.0000
283000,0.0000,0.0000
283500,0.0000,0.0000
284000,0.0000,0.0000
284500,0.0000,0.0000
285000,0.0000,0.0000
285500,0.0000,0.0000
286000,0.0000,0.0000
286500,0.0000,0.0000
287000,0.0000,0.0000
287500,0.0000,0.0000
288000,0.0000,0.0000
288500,0.0000,0.0000
289000,0.0000,0.0000
289500,0.0000,0.0000
290000,0.0000,0.0000
290500,0.0000,0.0000
291000,0.0000,0.0000
291500,0.0000,0.0000
292000,0.0000,0.0000
292500,0.0000,0.0000
293000,0.0000,0.0000
293500,0.0000,0.0000
294000,0.0000,0.0000
294500,0.0000,0.0000
295000,0.0000,0.0000
295500,0.0000,0.0000
296000,0.0000,0.0000
296500,0.0000,0.0000
297000,0.0000,0.0000
297500,0.0000,0.0000
298000,0.0000,0.0000
298500,0.0000,0.0000
299000,0.0000,0.0000
299500,0.0000,0.0000
300000,0.0000,0.0000
